STATUS,Order,Art No,Description,Rcv,Rcv Type,RcvCty,SL,Act Order,Plan Date,TotOrd,TotBal,TotDsp,TotBook,Orig Date,L,T,Rcvd Date,Tot Csm Qty,Order2,Transit,STMS,StockAvailDate
Conf,2401725484,10245337,LEKMAN mini chst/2 drw 33x25 red,318,STO,IL,4,N,12-Sep-2014,56,56,0,0,12-Sep-2014,1,B,02-Sep-2014,0,,N,N,
Conf,2401727130,40177233,TURBO clothes rack 117x59 black,206,STO,IL,3,N,16-Sep-2014,15,15,0,0,16-Sep-2014,1,J,03-Sep-2014,0,,N,N,
Conf,2401730926,40177233,TURBO clothes rack 117x59 black,1,DT,SE,2,N,29-Sep-2014,435,0,0,435,29-Sep-2014,1,J,06-Sep-2014,435,,N,N,
Conf,2401730927,40177233,TURBO clothes rack 117x59 black,53,DT,DE,2,N,29-Sep-2014,15,0,0,15,29-Sep-2014,1,J,06-Sep-2014,15,,N,N,
Conf,2401730947,40177233,TURBO clothes rack 117x59 black,487,DT,ES,2,N,29-Sep-2014,60,60,0,0,29-Sep-2014,1,J,06-Sep-2014,0,,N,N,
Conf,2401731926,50234704,PLUGGIS container with rail s7 white,487,DT,ES,4,N,22-Sep-2014,216,216,0,0,22-Sep-2014,1,J,07-Sep-2014,0,,N,N,
Conf,2401732889,30155019,VARIERA N box 24x17 white,180,STO,HU,1,Y,22-Sep-2014,260,260,0,0,22-Sep-2014,1,J,08-Sep-2014,0,,N,N,
Conf,2401732891,50234704,PLUGGIS container with rail s7 white,236,DT,IT,3,N,29-Sep-2014,1944,1152,792,0,29-Sep-2014,4,J,08-Sep-2014,792,,N,N,
Conf,2401733939,40177233,TURBO clothes rack 117x59 black,1,DT,SE,2,N,30-Sep-2014,165,165,0,0,30-Sep-2014,1,J,09-Sep-2014,0,,N,N,
Conf,2401733941,256312,LEKMAN ** box 33x37x33 red,53,DT,DE,2,N,23-Sep-2014,88,0,44,44,23-Sep-2014,2,J,09-Sep-2014,88,,Y,N,
Conf,2401733941,40177233,TURBO clothes rack 117x59 black,53,DT,DE,2,N,30-Sep-2014,45,0,0,45,30-Sep-2014,1,J,09-Sep-2014,45,,N,N,
Conf,2401733944,50245335,LEKMAN mini chest drw 33x25 red,206,STO,IL,4,N,19-Sep-2014,66,66,0,0,19-Sep-2014,1,J,09-Sep-2014,0,,N,N,
Conf,2401733944,80234694,PLUGGIS box w lid 36x29x18 white,206,STO,IL,4,N,19-Sep-2014,60,60,0,0,19-Sep-2014,1,J,09-Sep-2014,0,,N,N,
Conf,2401733950,40177233,TURBO clothes rack 117x59 black,339,DT,RU,3,N,30-Sep-2014,75,0,0,75,30-Sep-2014,1,J,09-Sep-2014,75,,N,N,
Conf,2401733953,40177233,TURBO clothes rack 117x59 black,390,DT,GB,2,N,30-Sep-2014,180,180,0,0,30-Sep-2014,1,J,09-Sep-2014,0,,N,N,
Conf,2401733957,40177233,TURBO clothes rack 117x59 black,487,DT,ES,2,N,30-Sep-2014,75,75,0,0,30-Sep-2014,1,J,09-Sep-2014,0,,N,N,
Conf,2401733957,50234704,PLUGGIS container with rail s7 white,487,DT,ES,4,N,23-Sep-2014,360,360,0,0,23-Sep-2014,1,J,09-Sep-2014,0,,N,N,
Conf,2401735001,40177233,TURBO clothes rack 117x59 black,1,DT,SE,2,N,30-Sep-2014,60,60,0,0,30-Sep-2014,1,J,10-Sep-2014,0,,N,N,
Conf,2401735001,70177255,VARIERA N box 34x24 white,1,DT,SE,2,N,01-Oct-2014,720,0,0,720,01-Oct-2014,1,J,10-Sep-2014,720,,N,N,
Conf,2401735006,70177255,VARIERA N box 34x24 white,247,DT,FR,2,N,01-Oct-2014,720,720,0,0,01-Oct-2014,1,J,10-Sep-2014,0,,N,N,
Conf,2401735008,30155019,VARIERA N box 24x17 white,359,DT,BE,1,N,22-Sep-2014,5980,0,0,5980,22-Sep-2014,1,J,10-Sep-2014,5980,,N,N,
Conf,2401735015,50234704,PLUGGIS container with rail s7 white,490,DT,US,4,N,29-Sep-2014,288,288,0,0,29-Sep-2014,2,J,10-Sep-2014,0,,N,N,
Conf,2401735590,40193228,IKEA PS SANDSKÄR tray tbl black,1,DT,SE,4,N,14-Nov-2014,1472,1472,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735590,40193228,IKEA PS SANDSKÄR tray tbl black,1,DT,SE,4,N,16-Jan-2015,1152,1152,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735590,90174642,IKEA PS SANDSKÄR NN tray tbl white,1,DT,SE,3,N,14-Nov-2014,1008,1008,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735590,90174642,IKEA PS SANDSKÄR NN tray tbl white,1,DT,SE,3,N,16-Jan-2015,800,800,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735591,90174642,IKEA PS SANDSKÄR NN tray tbl white,30,DT,CA,3,N,14-Nov-2014,80,80,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735591,90174642,IKEA PS SANDSKÄR NN tray tbl white,30,DT,CA,3,N,16-Jan-2015,64,64,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735592,40193228,IKEA PS SANDSKÄR tray tbl black,53,DT,DE,4,N,14-Nov-2014,32,32,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735592,40193228,IKEA PS SANDSKÄR tray tbl black,53,DT,DE,4,N,16-Jan-2015,32,32,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735593,90174642,IKEA PS SANDSKÄR NN tray tbl white,61,DT,US,3,N,14-Nov-2014,224,0,0,224,14-Nov-2014,1,I,10-Sep-2014,224,,N,N,
Conf,2401735593,90174642,IKEA PS SANDSKÄR NN tray tbl white,61,DT,US,3,N,16-Jan-2015,176,176,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735594,193230,IKEA PS SANDSKÄR tray tbl black AP JP,164,DT,AU,4,N,16-Jan-2015,48,48,0,0,16-Jan-2015,2,I,10-Sep-2014,0,,N,N,
Conf,2401735594,80193033,IKEA PS SANDSKÄR tray tbl white AP JP,164,DT,AU,3,N,16-Jan-2015,64,64,0,0,16-Jan-2015,2,I,10-Sep-2014,0,,N,N,
Conf,2401735596,40193228,IKEA PS SANDSKÄR tray tbl black,247,DT,FR,4,N,14-Nov-2014,112,112,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735596,40193228,IKEA PS SANDSKÄR tray tbl black,247,DT,FR,4,N,16-Jan-2015,96,96,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735596,90174642,IKEA PS SANDSKÄR NN tray tbl white,247,DT,FR,3,N,14-Nov-2014,96,96,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735596,90174642,IKEA PS SANDSKÄR NN tray tbl white,247,DT,FR,3,N,16-Jan-2015,80,80,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735597,193230,IKEA PS SANDSKÄR tray tbl black AP JP,277,DT,CN,4,N,14-Nov-2014,240,240,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735597,193230,IKEA PS SANDSKÄR tray tbl black AP JP,277,DT,CN,4,N,16-Jan-2015,192,192,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735597,80193033,IKEA PS SANDSKÄR tray tbl white AP JP,277,DT,CN,3,N,14-Nov-2014,320,320,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735597,80193033,IKEA PS SANDSKÄR tray tbl white AP JP,277,DT,CN,3,N,16-Jan-2015,240,240,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735598,40193228,IKEA PS SANDSKÄR tray tbl black,310,DT,PL,4,N,14-Nov-2014,96,96,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735598,40193228,IKEA PS SANDSKÄR tray tbl black,310,DT,PL,4,N,16-Jan-2015,80,80,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735598,90174642,IKEA PS SANDSKÄR NN tray tbl white,310,DT,PL,3,N,14-Nov-2014,208,208,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735598,90174642,IKEA PS SANDSKÄR NN tray tbl white,310,DT,PL,3,N,16-Jan-2015,176,176,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735599,90174642,IKEA PS SANDSKÄR NN tray tbl white,345,DT,US,3,N,14-Nov-2014,144,144,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735599,90174642,IKEA PS SANDSKÄR NN tray tbl white,345,DT,US,3,N,16-Jan-2015,112,112,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735600,40193228,IKEA PS SANDSKÄR tray tbl black,359,DT,BE,4,N,14-Nov-2014,272,272,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735600,40193228,IKEA PS SANDSKÄR tray tbl black,359,DT,BE,4,N,16-Jan-2015,208,208,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735600,90174642,IKEA PS SANDSKÄR NN tray tbl white,359,DT,BE,3,N,14-Nov-2014,640,640,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735600,90174642,IKEA PS SANDSKÄR NN tray tbl white,359,DT,BE,3,N,16-Jan-2015,512,512,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735601,40193228,IKEA PS SANDSKÄR tray tbl black,390,DT,GB,4,N,16-Jan-2015,16,16,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735601,90174642,IKEA PS SANDSKÄR NN tray tbl white,390,DT,GB,3,N,14-Nov-2014,112,112,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735601,90174642,IKEA PS SANDSKÄR NN tray tbl white,390,DT,GB,3,N,16-Jan-2015,96,96,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735602,40193228,IKEA PS SANDSKÄR tray tbl black,487,DT,ES,4,N,14-Nov-2014,384,384,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735602,40193228,IKEA PS SANDSKÄR tray tbl black,487,DT,ES,4,N,16-Jan-2015,304,304,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735602,90174642,IKEA PS SANDSKÄR NN tray tbl white,487,DT,ES,3,N,14-Nov-2014,560,560,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735602,90174642,IKEA PS SANDSKÄR NN tray tbl white,487,DT,ES,3,N,16-Jan-2015,432,432,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401735604,90174642,IKEA PS SANDSKÄR NN tray tbl white,532,DT,US,3,N,14-Nov-2014,96,96,0,0,14-Nov-2014,1,I,10-Sep-2014,0,,N,N,
Conf,2401735604,90174642,IKEA PS SANDSKÄR NN tray tbl white,532,DT,US,3,N,16-Jan-2015,80,80,0,0,16-Jan-2015,1,I,10-Sep-2014,0,,N,N,
Conf,2401736284,30155019,VARIERA N box 24x17 white,182,STO,HU,1,Y,23-Sep-2014,520,520,0,0,23-Sep-2014,2,J,11-Sep-2014,0,,N,N,
Conf,2401736287,10222581,LEKMAN box 33x37x33 dark grey,204,STO,PL,2,N,19-Sep-2014,44,0,0,44,19-Sep-2014,1,J,11-Sep-2014,44,,N,N,
Conf,2401736287,10247138,LEKMAN box 33x37x33 white,204,STO,PL,1,N,19-Sep-2014,44,0,0,44,19-Sep-2014,1,J,11-Sep-2014,44,,N,N,
Conf,2401736292,50177242,TURBO clothes rack 117x59 black AP CN,277,DT,CN,2,N,02-Oct-2014,60,0,0,60,02-Oct-2014,1,J,11-Sep-2014,60,,N,N,
Conf,2401736296,30155019,VARIERA N box 24x17 white,309,STO,CZ,1,Y,23-Sep-2014,260,0,0,260,23-Sep-2014,1,J,11-Sep-2014,260,,N,N,
Conf,2401736299,30155019,VARIERA N box 24x17 white,329,STO,PL,1,N,22-Sep-2014,260,260,0,0,22-Sep-2014,1,J,11-Sep-2014,0,,N,N,
Conf,2401736309,50234704,PLUGGIS container with rail s7 white,490,DT,US,4,N,29-Sep-2014,216,216,0,0,29-Sep-2014,1,J,11-Sep-2014,0,,N,N,
Conf,2401737508,40177233,TURBO clothes rack 117x59 black,1,DT,SE,2,N,03-Oct-2014,105,105,0,0,03-Oct-2014,1,J,12-Sep-2014,0,,N,N,
Conf,2401737508,70177255,VARIERA N box 34x24 white,1,DT,SE,2,N,03-Oct-2014,720,0,0,720,03-Oct-2014,1,J,12-Sep-2014,720,,N,N,
Conf,2401737510,256312,LEKMAN ** box 33x37x33 red,53,DT,DE,2,N,26-Sep-2014,44,0,0,44,26-Sep-2014,1,J,12-Sep-2014,44,,Y,N,
Conf,2401737510,10222581,LEKMAN box 33x37x33 dark grey,53,DT,DE,2,N,19-Sep-2014,1936,0,1892,44,19-Sep-2014,44,J,12-Sep-2014,1936,,Y,N,
Conf,2401737510,10222581,LEKMAN box 33x37x33 dark grey,53,DT,DE,2,N,26-Sep-2014,44,0,0,44,26-Sep-2014,1,J,12-Sep-2014,44,,Y,N,
Conf,2401737510,10222581,LEKMAN box 33x37x33 dark grey,53,DT,DE,2,Y,19-Sep-2014,44,0,0,44,19-Sep-2014,1,J,12-Sep-2014,44,,Y,N,
Conf,2401737510,40177233,TURBO clothes rack 117x59 black,53,DT,DE,2,N,03-Oct-2014,210,0,0,210,03-Oct-2014,1,J,12-Sep-2014,210,,N,N,
Conf,2401737510,70177255,VARIERA N box 34x24 white,53,DT,DE,2,N,03-Oct-2014,2640,0,0,2640,03-Oct-2014,1,J,12-Sep-2014,2640,,N,N,
Conf,2401737510,80234694,PLUGGIS box w lid 36x29x18 white,53,DT,DE,2,N,19-Sep-2014,1020,0,960,60,19-Sep-2014,17,J,12-Sep-2014,1020,,Y,N,
Conf,2401737515,70177255,VARIERA N box 34x24 white,247,DT,FR,2,N,03-Oct-2014,3120,3120,0,0,03-Oct-2014,1,J,12-Sep-2014,0,,N,N,
Conf,2401737517,50177242,TURBO clothes rack 117x59 black AP CN,277,DT,CN,2,N,03-Oct-2014,135,0,0,135,03-Oct-2014,1,J,12-Sep-2014,135,,N,N,
Conf,2401737517,50234695,PLUGGIS box w lid 36x29x18 white AP CN,277,DT,CN,2,N,03-Oct-2014,660,0,0,660,03-Oct-2014,1,J,12-Sep-2014,660,,N,N,
Conf,2401737519,80234694,PLUGGIS box w lid 36x29x18 white,307,STO,PL,4,N,22-Sep-2014,60,0,0,60,22-Sep-2014,1,J,12-Sep-2014,60,,N,N,
